metric,estimate,lower_95_ci,upper_95_ci
delta_Brier,-6.407912074518629e-05,-9.264855086920436e-05,-3.5462643064049324e-05
delta_log_loss,-0.0004615204859015065,-0.0007859896479803421,-0.00013548242899704975
delta_AUROC,0.004466381398675945,-0.002075052225341856,0.010983519744717105
delta_AUPRC,0.0033229455631250196,0.0012834801880426126,0.006633726103585918
